"id","created_at","closed_at","open","user","uid","comments_count","changes_count","comment","created_by","source","geometry","changesets_count","closed:note","host","imagery_used","locale","resolved:outdated_tags:noncanonical_brand","StreetComplete:quest_type","warnings:outdated_tags:noncanonical_brand","description","hashtags","mechanical","add-image","answer","change_over_5000m","create","resolved:outdated_tags:incomplete_tags","special-delete","theme","warnings:outdated_tags:incomplete_tags"
"171503368",2025-09-05 14:48:32,2025-09-05 14:48:34,FALSE,"multimob","14088321",0,69,"Redrawing Antwerpen Zuid platforms as areas","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3904408, 4.391361, 4.391361, 4.3904408, 4.3904408, 51.1994562, 51.1994562, 51.200695, 51.200695, 51.1994562)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171503353",2025-09-05 14:48:16,2025-09-05 14:48:16,FALSE,"multimob","14088321",0,4,"Antwerpen Zuid tram switches","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3904107, 4.3910007, 4.3910007, 4.3904107, 4.3904107, 51.1993434, 51.1993434, 51.1995094, 51.1995094, 51.1993434)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171503249",2025-09-05 14:46:38,2025-09-05 14:46:39,FALSE,"multimob","14088321",0,5,"Antwerpen Zuid bus platforms","JOSM/1.5 (19439 en)","knowledge",list(c(4.3906119, 4.3909476, 4.3909476, 4.3906119, 4.3906119, 51.1996466, 51.1996466, 51.1999407, 51.1999407, 51.1996466)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171502115",2025-09-05 14:26:55,2025-09-05 14:26:55,FALSE,"multimob","14088321",0,10,"Tram shelters on Antwerpen Zuid platforms","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3907226, 4.3912141, 4.3912141, 4.3907226, 4.3907226, 51.2000482, 51.2000482, 51.2003539, 51.2003539, 51.2000482)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171501660",2025-09-05 14:18:44,2025-09-05 14:18:45,FALSE,"multimob","14088321",0,2,"No bus route anymore on Amerikalei in front of Antwerpen Montigny","JOSM/1.5 (19439 en)","De Lijn GTFS (09/2025)",list(c(4.3924039, 4.3972417, 4.3972417, 4.3924039, 4.3924039, 51.2056069, 51.2056069, 51.2071763, 51.2071763, 51.2056069)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171501642",2025-09-05 14:18:22,2025-09-05 14:18:22,FALSE,"multimob","14088321",0,2,"Antwerpen Montigny stop area relations","JOSM/1.5 (19439 en)","De Lijn GTFS (09/2025)",list(c(4.3926787, 4.3935262, 4.3935262, 4.3926787, 4.3926787, 51.20564, 51.20564, 51.2060206, 51.2060206, 51.20564)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171501552",2025-09-05 14:17:10,2025-09-05 14:17:11,FALSE,"multimob","14088321",0,67,"Redrawing Antwerpen Montigny platforms as areas","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3886753, 4.3980193, 4.3980193, 4.3886753, 4.3886753, 51.2042649, 51.2042649, 51.2073966, 51.2073966, 51.2042649)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171500968",2025-09-05 14:05:34,2025-09-05 14:05:35,FALSE,"multimob","14088321",0,2,"Antwerpen Bres to Bolivarplaats only for trams, no bus stop here","JOSM/1.5 (19439 en)","Digitaal Vlaanderen most recent aerial imagery;De Lijn GTFS (09/2025)",list(c(4.3924039, 4.3972417, 4.3972417, 4.3924039, 4.3924039, 51.2056069, 51.2056069, 51.2071763, 51.2071763, 51.2056069)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171500942",2025-09-05 14:04:59,2025-09-05 14:05:00,FALSE,"multimob","14088321",0,2,"Antwerpen Bres stop area relations","JOSM/1.5 (19439 en)","De Lijn GTFS (09/2025)",list(c(4.3965074, 4.3990909, 4.3990909, 4.3965074, 4.3965074, 51.2069628, 51.2069628, 51.2077589, 51.2077589, 51.2069628)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171500905",2025-09-05 14:04:06,2025-09-05 14:04:07,FALSE,"multimob","14088321",0,61,"Brederodestraat tram curve","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3886753, 4.3980193, 4.3980193, 4.3886753, 4.3886753, 51.2007084, 51.2007084, 51.2105075, 51.2105075, 51.2007084)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171500865",2025-09-05 14:03:11,2025-09-05 14:03:12,FALSE,"multimob","14088321",0,22,"Redrawing Antwerpen Bres stop for tram 1 as an area","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3965074, 4.3973361, 4.3973361, 4.3965074, 4.3965074, 51.2069253, 51.2069253, 51.207255, 51.207255, 51.2069253)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171500586",2025-09-05 13:56:56,2025-09-05 13:56:57,FALSE,"multimob","14088321",0,61,"De Vrièrestraat tram curve","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3977158, 4.398018, 4.398018, 4.3977158, 4.3977158, 51.2072457, 51.2072457, 51.2079243, 51.2079243, 51.2072457)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171500263",2025-09-05 13:50:20,2025-09-05 13:50:21,FALSE,"multimob","14088321",0,1,"Antwerpen Bres with area=yes","JOSM/1.5 (19439 en)","knowledge",list(c(4.3982619, 4.3990909, 4.3990909, 4.3982619, 4.3982619, 51.2074498, 51.2074498, 51.2077326, 51.2077326, 51.2074498)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171499940",2025-09-05 13:43:28,2025-09-05 13:43:29,FALSE,"multimob","14088321",0,57,"Redrawing Antwerpen Bres stop for tram 10 as an area","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3977158, 4.4075645, 4.4075645, 4.3977158, 4.3977158, 51.207214, 51.207214, 51.2110133, 51.2110133, 51.207214)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171499382",2025-09-05 13:31:07,2025-09-05 13:31:08,FALSE,"multimob","14088321",0,6,"Stoopstraat tram crossings","JOSM/1.5 (19439 en)","Digitaal Vlaanderen most recent aerial imagery",list(c(4.4112274, 4.4115494, 4.4115494, 4.4112274, 4.4112274, 51.2136813, 51.2136813, 51.2139109, 51.2139109, 51.2136813)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171499340",2025-09-05 13:30:11,2025-09-05 13:30:12,FALSE,"multimob","14088321",0,6,"Footways to Antwerpen Stadspark platforms","JOSM/1.5 (19439 en)","Digitaal Vlaanderen most recent aerial imagery",list(c(4.411473, 4.4121878, 4.4121878, 4.411473, 4.411473, 51.2138742, 51.2138742, 51.2143793, 51.2143793, 51.2138742)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171499285",2025-09-05 13:29:13,2025-09-05 13:29:14,FALSE,"multimob","14088321",0,2,"Antwerpen Kasteelplein stop area relations","JOSM/1.5 (19439 en)","De Lijn GTFS (09/2025)",list(c(4.4015645, 4.40373, 4.40373, 4.4015645, 4.4015645, 51.208594, 51.208594, 51.2092488, 51.2092488, 51.208594)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171499219",2025-09-05 13:28:00,2025-09-05 13:28:02,FALSE,"multimob","14088321",0,108,"Redrawing Antwerpen Kasteelplein platforms as areas","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.3977158, 4.4075645, 4.4075645, 4.3977158, 4.3977158, 51.2073269, 51.2073269, 51.2110133, 51.2110133, 51.2073269)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171498266",2025-09-05 13:08:49,2025-09-05 13:08:50,FALSE,"multimob","14088321",0,4,"Add Antwerpen Stadspark platforms for tram 1 and 10","JOSM/1.5 (19439 en)","De Lijn GTFS (09/2025)",list(c(4.411473, 4.4121878, 4.4121878, 4.411473, 4.411473, 51.2138742, 51.2138742, 51.2143793, 51.2143793, 51.2138742)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171498146",2025-09-05 13:06:35,2025-09-05 13:06:36,FALSE,"multimob","14088321",0,43,"Redrawing Antwerpen Stadspark platforms as areas","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.4082446, 4.4121913, 4.4121913, 4.4082446, 4.4082446, 51.211524, 51.211524, 51.2143904, 51.2143904, 51.211524)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171496306",2025-09-05 12:29:44,2025-09-05 12:29:45,FALSE,"multimob","14088321",0,2,"Antwerpen Opera stop area relations","JOSM/1.5 (19439 en)","De Lijn GTFS (09/2025)",list(c(4.4152795, 4.4158595, 4.4158595, 4.4152795, 4.4152795, 51.2183971, 51.2183971, 51.2191084, 51.2191084, 51.2183971)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171496275",2025-09-05 12:29:09,2025-09-05 12:29:10,FALSE,"multimob","14088321",0,64,"Redrawing Antwerpen Opera platforms as areas","JOSM/1.5 (19439 en)","Digitaal Vlaanderen GRB;Digitaal Vlaanderen most recent aerial imagery",list(c(4.412146, 4.4159799, 4.4159799, 4.412146, 4.412146, 51.2143668, 51.2143668, 51.2194502, 51.2194502, 51.2143668)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
